tmax;tmin;tsuelo;puntorocio;presion;velviento;precipi;humedad;uvindex;y
22,43;14,76;11,78;15,59;1020;1;13,84;100;9,87;0,3
19,27;14,17;11,78;16,33;1016;0,94;13,31;97;5,97;0,3
18,42;14,63;11,78;17,11;1021;1,22;12,97;94;5,97;0,3
19,06;14,52;11,78;16,79;1013;0,19;11,26;90;11,06;0,3
19,57;14,63;11,65;17,06;1021;0,59;15,28;100;11,06;0,3
15,91;14,47;11,65;15,21;1017;0,46;11,21;99;6,08;0,3
19,1;13,93;11,65;16,04;1022;0,38;9,5;83;6,08;0,3
19,1;14,32;11,16;16,44;1019;0,29;8,64;88;3,74;0,3
16,72;14,59;10,69;15,83;1019;1,05;9,09;94;3,74;0,3
24,37;14,05;10,69;14,45;1018;0,86;4,27;93;12,91;0,3
23,23;14,21;10,65;14,51;1015;1,37;4,24;59;12,91;0,3
22,84;14,21;10,65;14,93;1017;2,06;1,54;69;13,52;0,3
23,3;19,46;0;0;1014;0,82;4,59;73;14,23;0,3
26,55;19,14;0;0;1018;1;1;93;14,43;0,3
24,05;19;0;0;1018;1;1;93;14,43;0,3
26,49;19;0;0;1018;1;1;93;14,43;0,3
27,56;19,02;0;0;1014;2,1;0;58;14,27;0,3
26,09;19;0;0;1017;1;0;93;13,28;0,3
26,09;19;0;0;1017;1;0;93;13,28;0,3
27,13;19,34;0;0;1015;0,26;0;94;13,18;0,3
27,13;19,34;0;0;1015;0,26;0;94;13,18;0,3
27,36;19,46;0;0;1015;1,5;0;94;13,5;0,3
27,36;19,46;0;0;1015;1,5;0;94;13,5;0,3
27,51;19,71;0;0;1015;1;0;88;13,87;0,3
27,51;19,71;0;0;1015;1;0;88;13,87;0,3
27,3;19;0;0;1016;1;0;93;13,93;0,3
27,3;19;0;0;1016;1;0;93;13,93;0,3
26,75;19,35;0;0;1015;1;0;94;13,87;0,3
26,75;19,35;0;0;1015;1;0;94;13,87;0,3
27,53;18,68;0;0;1016;1;0;93;7,2;0,3
27,53;18,68;0;0;1016;1;0;93;7,2;0,3
27,55;18,16;0;0;1014;5,1;0;69;9,32;0,3
28,35;18,85;0;0;1015;0,46;0;94;8,11;0,3
28,35;18,85;0;0;1015;0,46;0;94;8,11;0,3
27,07;19,18;0;0;1015;0,25;0;94;7,73;0,3
27,07;19,18;0;0;1015;0,25;0;94;7,73;0,3
23,96;18,66;0;0;1016;1;0;100;8,1;0,3
23,96;18,66;0;0;1016;1;0;100;8,1;0,3
27,33;18,79;0;0;1016;2,6;0;94;8,07;0,3
27,33;18,79;0;0;1016;2,6;0;94;8,07;0,3
26,85;19,33;0;0;1018;1;1;93;14,43;0,3
26,79;19;0;0;1018;1;1;93;14,43;0,3
26,79;19;0;0;1018;1;1;93;14,43;0,3
27,55;19,23;0;0;1014;2,1;0;58;14,27;0,3
26,34;19;0;0;1017;1;0;93;13,28;0,3
26,34;19;0;0;1017;1;0;93;13,28;0,3
27,49;19,56;0;0;1015;0,32;0;94;13,18;0,3
27,49;19,56;0;0;1015;0,32;0;94;13,18;0,3
27,7;19,72;0;0;1015;1,5;0;94;13,5;0,3
27,7;19,72;0;0;1015;1,5;0;94;13,5;0,3
27,84;20,02;0;0;1015;1;0;88;13,87;0,3
27,84;20,02;0;0;1015;1;0;88;13,87;0,3
27,7;19;0;0;1016;1;0;93;13,93;0,3
27,7;19;0;0;1016;1;0;93;13,93;0,3
27,09;19,59;0;0;1015;1;0;94;13,87;0,3
27,09;19,59;0;0;1015;1;0;94;13,87;0,3
28;18,98;0;0;1016;1;0;93;7,2;0,3
28;18,98;0;0;1016;1;0;93;7,2;0,3
28,05;18,47;0;0;1014;5,1;0;69;9,32;0,3
28,74;19,27;0;0;1015;0,44;0;94;8,11;0,3
28,74;19,27;0;0;1015;0,44;0;94;8,11;0,3
27,47;19,44;0;0;1015;0,25;0;94;7,73;0,3
27,47;19,44;0;0;1015;0,25;0;94;7,73;0,3
24,14;18,83;0;0;1016;1;0;100;8,1;0,3
24,14;18,83;0;0;1016;1;0;100;8,1;0,3
27,75;19,1;0;0;1016;2,6;0;94;8,07;0,3
27,75;19,1;0;0;1016;2,6;0;94;8,07;0,3
27,81;18,95;0;0;1016;1,5;0;94;9,2;0,3
27,81;18,93;0;0;1016;1,5;0;94;9,2;0,3
27,81;18,93;0;0;1016;1,5;0;94;9,2;0,3
28,49;18,95;0;0;657;0,39;0;53;9,57;0,3
28,49;18,92;0;0;1015;2,1;0;93;9,57;0,3
28,48;18,74;0;0;1016;2,1;0;69;9,57;0,3
28,48;18,74;0;0;1016;2,1;0;69;9,57;0,3
27,84;18,66;0;0;1015;1;0;94;8,99;0,3
27,84;18,66;0;0;1015;1;0;94;8,99;0,3
27,21;19,28;0;0;1017;2,1;0;65;8,25;0,3
27,21;19,28;0;0;1017;2,1;0;65;8,25;0,3
29;18,98;0;0;1018;1;0;51;10,15;0,3
29;18,98;0;0;1018;1;0;51;10,15;0,3
27,97;18,98;0;0;790;1,04;0;62;8,7;0,3
27,97;18,98;0;0;790;1,04;0;62;8,7;0,3
27,97;18,98;0;0;790;1,04;1;62;8,7;0,3
27,97;18,98;0;0;790;1,04;1;62;8,7;0,3
27,97;18,98;0;0;790;1,04;0;62;8,7;0,3
27,97;18,98;0;0;1014;5,7;0;61;8,7;0,3
27,97;18,98;0;0;1014;5,7;0;61;8,7;0,3
27,97;18,98;0;0;1014;5,7;1;61;8,7;0,3
30;19,37;0;0;1016;1,5;1;55;11,98;0,3
30;19,37;0;0;1016;1,5;1;55;11,98;0,3
29;19,84;0;0;1015;1;1;51;9,65;0,3
29;19,84;0;0;1015;1;1;51;9,65;0,3
29;19,29;0;0;1015;1,5;1;58;10,1;0,3
29;19,29;0;0;1015;1,5;1;58;10,1;0,3
29;18,87;0;0;1016;1,5;1;58;9,03;0,3
29;18,87;0;0;1016;1,5;1;58;9,03;0,3
28;19,06;0;0;1016;2,1;1;58;5,42;0,3
28;19,06;0;0;1016;2,1;1;58;5,42;0,3
26,3;18,98;0;0;1012;2,6;0;54;3,47;0,3
29;19,28;0;0;1015;2,1;0;54;10;0,3
28;19,51;0;0;1016;0,48;0;58;5,95;0,3
28;19,51;0;0;1016;0,48;0;58;5,95;0,3
28;19,55;0;0;1015;1;0;58;10,81;0,3
28;19,55;0;0;1015;1;0;58;10,81;0,3
28,52;18,93;0;0;1016;3,1;0;58;11,04;0,3
28,52;18,93;0;0;1016;3,1;0;58;11,04;0,3
29,87;19;0;0;1016;3,1;0;54;9,16;0,3
29,87;19;0;0;1016;3,1;0;54;9,16;0,3
30;19,22;0;0;1015;1;0;55;10,6;0,3
30;19,22;0;0;1015;1;0;55;10,6;0,3
28;19,54;0;0;1015;2,1;0;61;8,94;0,3
28;19,54;0;0;1015;2,1;0;61;8,94;0,3
26;19,55;0;0;1016;2,1;0;69;3,42;0,3
26;19,55;0;0;1016;2,1;0;69;3,42;0,3
25;18,38;0;0;1019;1;0;69;0,76;0,3
25;18,38;0;0;1019;1;0;69;0,76;0,3
26;18,02;0;0;1016;2,1;0;65;6,2;0,3
28;18,78;0;0;1016;1,5;0;54;7,49;0,3
28;18,78;0;0;1016;1,5;0;54;7,49;0,3
27;18,54;0;0;1016;2,1;0;57;7,8;0,3
27;18,54;0;0;1016;2,1;0;57;7,8;0,3
28;19,47;0;0;1016;2,1;0;61;3,17;0,3
28;19,47;0;0;1016;2,1;0;61;3,17;0,3
29;19,11;0;0;1015;1,5;0;54;8,92;0,3
29;19,11;0;0;1015;1,5;0;54;8,92;0,3
29;19,02;0;0;1016;2,1;0;58;8,14;0,3
29;19,02;0;0;1016;2,1;0;58;8,14;0,3
28;18,96;0;0;1016;2,1;0;58;10,43;0,3
28;18,96;0;0;1016;2,1;0;58;10,43;0,3
27;18,94;0;0;1016;3,1;0;61;2,65;0,3
27;18,94;0;0;1016;3,1;0;61;2,65;0,3
25;18,3;0;0;1015;1;0;73;2,46;0,3
25;18,3;0;0;1015;1;0;73;2,46;0,3
23;18,51;0;0;1018;1;0;83;7,14;0,3
23;18,51;0;0;1018;1;0;83;7,14;0,3
27,81;18,14;0;0;1016;1,03;0;65;10,35;0,3
27,81;18,14;0;0;1016;1,03;0;65;10,35;0,3
26,44;18,51;0;0;1016;2,06;0;65;10,71;0,3
26,44;18,51;0;0;1016;2,06;0;65;10,71;0,3
26,51;19,05;0;0;1016;1,54;0;65;8,08;0,3
26,51;19,05;0;0;1016;1,54;0;65;8,08;0,3
28,01;18,84;0;0;1017;1,03;0;57;9,82;0,3
28,01;18,84;0;0;1017;1,03;0;57;9,82;0,3
28,31;18,77;0;0;1016;1,03;0;94;12,6;0,3
28,25;18,88;0;0;1014;1,03;0;88;12,58;0,3
29,17;18,8;0;0;1013;2,57;0;78;13,56;0,3
28,5;19,37;0;0;1013;2,06;0;83;8,12;0,3
28,51;18,8;0;0;1014;1,03;0;88;10,5;0,3
28,42;19,21;0;0;1014;2,06;0;83;13,12;0,3
29,31;18,62;0;0;1012;0,49;0;77;10,56;0,3
29,72;19,2;0;0;1012;2,57;0;83;7,81;0,3
30,81;18,61;0;0;1013;2,06;0;88;12,52;0,3
28,67;19,37;0;0;1012;0,5;0;79;13,28;0,3
29,31;19,09;0;0;1015;0,65;0;88;11,66;0,3
28,77;19,55;0;0;1013;2,57;0;83;11,37;0,3
29,51;19,42;0;0;1014;1,54;0;78;11,86;0,3
29,18;19,69;0;0;1014;2,57;0;78;13,36;0,3
28,91;19,95;0;0;1016;2,57;0;88;13,34;0,3
28,87;20,01;0;0;1014;1,54;0;94;10,32;0,3
27,89;20,26;0;0;1014;1,54;0;94;8,56;0,3
25,09;19,74;0;0;1016;1,54;0;88;4,75;0,3
26,56;19,34;0;0;1016;2,06;0;88;13,19;0,3
28,24;19,14;0;0;1015;1,03;0;88;13,84;0,3
28,09;19,97;0;0;1013;1,54;0;83;12,93;0,3
28,65;19,71;0;0;1015;1,54;0;94;12,48;0,3
26,69;19,78;0;0;1016;1,54;0;73;13,25;0,3
26,92;19,71;0;0;1016;1,03;0;83;12,64;0,3
25,26;19;0;0;1018;2,06;0;88;13,32;0,3
25,72;18,59;0;0;1017;4,12;0;78;12,98;0,3
26,13;19,04;0;0;1017;1,03;0;73;12,18;0,3
26,28;19,02;0;0;1018;2,06;0;88;13,7;0,3
28,2;17,92;0;0;1017;2,57;0;78;14,32;0,3
28,7;18,36;0;0;1016;3,09;0;78;13,27;0,3
28,45;19,49;0;0;1016;2,06;0;83;11,77;0,3
28,61;16,67;0;0;1014;0,36;0;82;8,21;0,3
29,55;19,53;0;0;1014;3,09;0;88;11,65;0,3
30,07;18,33;0;0;1010;0,36;0;80;11,52;0,3
29,69;19,41;0;0;1013;2,57;0;78;13,02;0,3
29,26;19,83;0;0;1015;1,03;0;94;12,87;0,3
27,15;19,82;19,14;0;1014;3,09;0;88;7,85;0,3
27,15;19,82;19,14;0;1014;3,09;0;88;7,85;0,3
26,5;19,52;0;0;1016;0,64;2,25;60;14,39;0,3
0;0;0;0;1018;0;0;83;0;0,3
27,33;19,48;0;0;1018;0,51;0;83;14,39;0,3
26,98;19,42;0;0;1014;0,22;5,52;83;13,94;1
26,85;19,33;0;0;1018;1;1;93;14,43;0,3
26,79;19;0;0;1018;1;1;93;14,43;0,3
26,79;19;0;0;1018;1;1;93;14,43;0,3
27,55;19,23;0;0;1014;2,1;0;58;14,27;0,3
26,34;19;0;0;1017;1;0;93;13,28;0,3
26,34;19;0;0;1017;1;0;93;13,28;0,3
27,49;19,56;0;0;1015;0,32;0;94;13,18;0,3
27,49;19,56;0;0;1015;0,32;0;94;13,18;0,3
27,7;19,72;0;0;1015;1,5;0;94;13,5;0,3
27,7;19,72;0;0;1015;1,5;0;94;13,5;0,3
27,84;20,02;0;0;1015;1;0;88;13,87;0,3
27,84;20,02;0;0;1015;1;0;88;13,87;0,3
27,7;19;0;0;1016;1;0;93;13,93;0,3
27,7;19;0;0;1016;1;0;93;13,93;0,3
27,09;19,59;0;0;1015;1;0;94;13,87;0,3
27,09;19,59;0;0;1015;1;0;94;13,87;0,3
28;18,98;0;0;1016;1;0;93;7,2;0,3
28;18,98;0;0;1016;1;0;93;7,2;0,3
28,05;18,47;0;0;1014;5,1;0;69;9,32;0,3
28,74;19,27;0;0;1015;0,44;0;94;8,11;0,3
28,74;19,27;0;0;1015;0,44;0;94;8,11;0,3
27,47;19,44;0;0;1015;0,25;0;94;7,73;0,3
27,47;19,44;0;0;1015;0,25;0;94;7,73;0,3
24,14;18,83;0;0;1016;1;0;100;8,1;0,3
24,14;18,83;0;0;1016;1;0;100;8,1;0,3
27,75;19,1;0;0;1016;2,6;0;94;8,07;0,3
27,75;19,1;0;0;1016;2,6;0;94;8,07;0,3
26,5;19,52;0;0;1014;0,64;2,25;73;14,02;0,3
26,5;19,52;0;0;1014;0,64;2,25;73;14,02;0,3
26,5;19,52;0;0;1014;0,64;2,25;73;14,02;0,3
27,67;18,76;0;0;1018;0,81;0,2;83;14,39;1
26,98;19,42;0;0;1016;0,87;9,19;88;14,23;0,3
26,85;19,33;0;0;1018;1;1;93;14,43;0,3
26,79;19;0;0;1018;1;1;93;14,43;0,3
26,79;19;0;0;1018;1;1;93;14,43;0,3
27,55;19,23;0;0;1014;2,1;0;58;14,27;0,3
25,09;19,73;0;0;1016;1;0;88;14,35;0,3
26,34;19;0;0;1017;1;0;93;13,28;0,3
26,34;19;0;0;1017;1;0;93;13,28;0,3
27,49;19,56;0;0;1015;0,32;0;94;13,18;0,3
27,49;19,56;0;0;1015;0,32;0;94;13,18;0,3
27,7;19,72;0;0;1015;1,5;0;94;13,5;0,3
27,7;19,72;0;0;1015;1,5;0;94;13,5;0,3
27,84;20,02;0;0;1015;1;0;88;13,87;0,3
27,84;20,02;0;0;1015;1;0;88;13,87;0,3
27,7;19;0;0;1016;1;0;93;13,93;0,3
27,7;19;0;0;1016;1;0;93;13,93;0,3
27,09;19,59;0;0;1015;1;0;94;13,87;0,3
27,09;19,59;0;0;1015;1;0;94;13,87;0,3
28;18,98;0;0;1016;1;0;93;7,2;0,3
28;18,98;0;0;1016;1;0;93;7,2;0,3
28,05;18,47;0;0;1014;5,1;0;69;9,32;0,3
28,74;19,27;0;0;1015;0,44;0;94;8,11;0,3
28,74;19,27;0;0;1015;0,44;0;94;8,11;0,3
27,47;19,44;0;0;1015;0,25;0;94;7,73;0,3
27,47;19,44;0;0;1015;0,25;0;94;7,73;0,3
24,14;18,83;0;0;1016;1;0;100;8,1;0,3
24,14;18,83;0;0;1016;1;0;100;8,1;0,3
27,75;19,1;0;0;1016;2,6;0;94;8,07;0,3
27,75;19,1;0;0;1016;2,6;0;94;8,07;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,42;25,78;0;0;1011;6,91;0;82;11,3;0,3
26,4;25,72;0;0;1011;6,91;0;84;9,78;0,3
26,4;25,72;0;0;1011;6,91;0;84;9,78;0,3
26,15;25,46;0;0;1010;7,46;0;85;8,35;0,3
26,15;25,46;0;0;1010;7,46;0;85;8,35;0,3
26,66;25,81;0;0;1010;7,55;0;81;10,9;0,3
26,66;25,81;0;0;1010;7,55;0;81;10,9;0,3
26,53;25,84;0;0;1009;6,05;0;83;11,51;0,3
26,9;26,12;0;0;1010;6,89;0;82;7,08;0,3
26,9;26,12;0;0;1010;6,89;0;82;7,08;0,3
26,39;25,97;0;0;1009;6,59;0;83;11,64;0,3
26,39;25,97;0;0;1009;6,59;0;83;11,64;0,3
26,08;25,77;0;0;1009;7,14;0;85;11,59;0,3
26,08;25,77;0;0;1009;7,14;0;85;11,59;0,3
26,71;26,02;0;0;1010;6,81;0;84;11,85;0,3
26,71;26,02;0;0;1010;6,81;0;84;11,85;0,3
27,16;26,43;0;0;1009;5,29;0;83;11,61;0,3
27,16;26,43;0;0;1009;5,29;0;83;11,61;0,3
27,06;26,44;0;0;1008;6,51;0;81;11,91;0,3
27,06;26,44;0;0;1008;6,51;0;81;11,91;0,3
26,98;26,23;0;0;1009;5,26;0;81;9,01;0,3
26,98;26,23;0;0;1009;5,26;0;81;9,01;0,3
27,23;26,51;0;0;1009;4,75;0;81;11,98;0,3
27,23;26,51;0;0;1009;4,75;0;81;11,98;0,3
27,01;26,49;0;0;1009;6,76;0;84;10,81;0,3
27,01;26,49;0;0;1009;6,76;0;84;10,81;0,3
27,11;26,47;0;0;1009;5,12;0;80;7,55;0,3
27,11;26,47;0;0;1009;5,12;0;80;7,55;0,3
27,06;26,3;0;0;1009;5,7;0;81;11,58;0,3
27,06;26,3;0;0;1009;5,7;0;81;11,58;0,3
26,74;26,34;0;0;1010;6,63;0;83;11,26;0,3
26,74;26,34;0;0;1010;6,63;0;83;11,26;0,3
26,99;26,35;0;0;1009;6,24;0;82;11,67;0,3
26,99;26,35;0;0;1009;6,24;0;82;11,67;0,3
26,68;26,37;0;0;1009;6,13;0;84;11,75;0,3
26,68;26,37;0;0;1009;6,13;0;84;11,75;0,3
27,13;26,27;0;0;1009;6,15;0;82;11,23;0,3
27,13;26,27;0;0;1009;6,15;0;82;11,23;0,3
27,18;25,94;0;0;1009;4,55;0;77;11,84;0,3
27,18;25,94;0;0;1009;4,55;0;77;11,84;0,3
27,17;26,18;0;0;1009;7,48;0;84;12,05;0,3
27,17;26,18;0;0;1009;7,48;0;84;12,05;0,3
26,84;24,64;0;0;1010;4,34;0;87;10,12;0,3
26,84;24,64;0;0;1010;4,34;0;87;10,12;0,3
27,04;25,78;0;0;1010;8,38;0;84;8,95;0,3
27,04;25,78;0;0;1010;8,38;0;84;8,95;0,3
26,79;25,98;0;0;1010;5,6;0;83;8,77;0,3
26,79;25,98;0;0;1010;5,6;0;83;8,77;0,3
26,49;26,17;0;0;1009;5,18;0;80;9,85;0,3
26,49;26,17;0;0;1009;5,18;0;80;9,85;0,3
27,04;26,22;0;0;1009;7,27;0;80;11,85;0,3
27,04;26,22;0;0;1009;7,27;0;80;11,85;0,3
27,14;26,49;0;0;1011;4,04;0;77;7,49;0,3
27,2;26,65;0;0;1010;4,63;0;78;11,01;0,3
27,1;26,31;0;0;1010;2,22;0;75;6,71;0,3
27,67;26,25;0;0;1011;2,65;0;74;10,16;0,3
27,52;26,34;0;0;1010;5,45;0;78;5,99;0,3
27,53;26,87;0;0;1010;4,28;0;78;12,06;0,3
27,34;26,85;0;0;1011;4,07;0;78;12,66;0,3
27,63;27,2;0;0;1011;4,52;0;79;12,92;0,3
27,58;26,89;0;0;1011;3,73;0;77;13,27;0,3
27,68;26,81;0;0;1011;4,26;0;81;13,08;0,3
27,81;27,15;0;0;1011;3,12;0;77;12,98;0,3
28,03;27,34;0;0;1011;3,48;0;79;13,16;0,3
28,28;27,07;0;0;1011;3,2;0;75;13,35;0,3
27,99;27,45;0;0;1011;4,46;0;76;13,62;0,3
27,8;27;0;0;1011;1,46;0;71;6,93;0,3
27,64;26,56;0;0;1010;2,7;0;79;11,67;0,3
27,8;27,21;0;0;1010;5,49;0;81;11,69;0,3
28,06;27,47;0;0;1010;4,55;0;83;13,24;0,3
27,88;27,35;0;0;1010;3,82;0;79;13,45;0,3
27,54;27,06;0;0;1011;6,54;0;80;13,65;0,3
27,11;26,61;0;0;1010;3,13;0;78;12,47;0,3
27,44;26,86;0;0;1010;5,3;0;79;13,4;0,3
27,26;26,99;0;0;1010;6,51;0;81;13,56;0,3
27,65;26,99;0;0;1010;3,94;0;73;13,48;0,3
27,81;27,4;0;0;1010;4,62;0;73;12,66;0,3
27,73;27,23;0;0;1010;5,47;0;77;13,23;0,3
27,72;26,89;0;0;1011;5,45;0;79;13,69;0,3
27,81;26,95;0;0;1012;3,2;0;76;12,96;0,3
28,13;27,59;0;0;1012;2,59;0;72;13,37;0,3
28,05;27,49;0;0;1012;2,58;0;74;13,53;0,3
27,84;27,01;0;0;1011;5,21;0;79;12,61;0,3
27,88;27,16;0;0;1011;5,31;0;78;12,08;0,3
28,07;27,23;0;0;1012;5,46;0;78;12,33;0,3
27,67;24,61;0;0;1011;7,85;0;80;2,31;0,3
27,92;26,9;0;0;1011;1,82;0;69;13,41;0,3
27,95;27,34;0;0;1010;5,47;0;76;13,59;0,3
28,75;27,76;28,94;0;1009;3,6;0;77;12,99;0,3
28,75;27,76;28,94;0;1009;3,6;0;77;12,99;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,52;25,84;0;0;1011;7;1;84;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
